StockCode,StockName,MonthlyReturn,MonthlyTurnoverRate,MonthlyTradingAmount,MonthlyTradingVolume,ATR,ADTM,VMA,AssetTurnover,NetProfit,R&D,BBIBOLL,MACD,OperatingProfitRatio,TotalRevenue,AnnualVolatility,Beta24M,Beta100W,ROA,GrossProfit,CashFlowPerShare,EPS,ROC,MASS,BBI,PB,PE,PEG,VR,PSY,WVAD,rank10,rank2,rank10_next,rank2_next,MonthlyReturn_next
600000.SH,浦发银行,0.4398826979472,0.13655180509932,3182392321.0,460979858.0,0.069999999999999,0.067114093959732,26734578.3,0.02062904,38695000000.0,,6.8840625,-0.023762063015494,100.16004518923,177757000000.0,13.317352518423,0.61201656283029,0.61898613422103,,,0.19259219226995,1.318300880928,-5.5172413793103,23.975015330091,6.8840625,0.33343461786754,3.9292257003498,-1.1367944857841,98.573328144755,46.0,-219632074.5666,6,1,3,0,-3.3576642335766
600009.SH,上海机场,-3.5743079817253,0.64354946145779,5440072069.0,146630738.0,0.41,-0.022579410639111,11304562.0,0.13466735,-395575081.75,,36.651875,-0.22957475914794,,9271829743.02,30.944854181744,0.73584430178731,1.0180965763305,-0.030601201090548,74293190.0,-0.87530396311913,-0.15896244644937,-23.529411764706,24.955807347725,36.651875,2.2263569158222,-29.812422309128,,65.580741307585,41.0,-201991464.72819,3,0,0,0,-8.6399108138239
600010.SH,包钢股份,-5.5555555555556,0.81133758299769,5722905304.0,3580428381.0,0.02,0.19230769230769,190614564.85,0.44817142,491012429.57,410451760.31,1.5710416666667,-0.026541169493848,165.289022818,67548953155.76,31.631944667752,1.7655017380007,1.3927791245944,1.3693028787348,7608952541.08,-0.1029938564709,0.010814074531537,-19.895287958115,23.325733133917,1.5710416666667,1.3108933402754,-95.169418717802,,73.091053828914,22.0,-2158795753.3849,2,0,2,0,-4.5751633986928
600011.SH,华能国际,1.3140604467805,1.1634856011534,8500297010.0,1120091213.0,0.35,0.022257551669318,52407476.53,0.50426258,9118797364.0,1811307742.0,7.5369791666667,-0.040763670581967,95.613750740261,254093717980.0,48.850697838984,1.5135976578711,1.1125220585027,4.7801172910739,27448219733.0,0.11797614357658,0.58088566270196,-18.412698412698,24.514578196598,7.5369791666667,2.0950150983308,-16.384235195345,-0.58449560154536,74.539814632153,35.0,-290321550.86649,7,1,6,1,-0.12970168612192
600015.SH,华夏银行,3.5714285714286,0.5366039073421,3401646631.0,601813980.0,0.09,0.3758389261745,26070521.04,0.02314206,25914000000.0,,5.6979166666667,0.034254012976731,100.40038894926,91954000000.0,14.449099718376,0.51226238745115,0.65634957149336,,,0.68300652571931,1.6282825305879,7.6066790352505,23.851295322379,5.6979166666667,0.34209923918703,3.6871014625285,0.57850621947072,135.62746665908,52.0,-37748530.532084,8,1,3,0,-3.1034482758621
600016.SH,民生银行,3.494623655914,0.168855086606,5032453978.0,1317351175.0,0.08,0.31658291457286,69784294.2,0.01912992,35068000000.0,,3.8239583333333,0.018556710389902,100.93602474361,140184000000.0,16.147990672211,0.53967702818377,0.50598845711751,,,3.0353279820284,0.80096077831786,2.6666666666667,23.773236469875,3.8239583333333,0.32039792822451,4.7793334438941,1.8504308911545,112.17805404514,46.0,-11913604.428081,8,1,3,0,-2.8571428571429
600018.SH,上港集团,0.6,0.51705776557177,1556439731.0,312626659.0,0.069999999999999,0.26991150442478,14734951.34,0.19076285,13034255312.46,220037567.11,4.9860416666667,0.0001338431360338,102.70507530442,35477920373.11,22.634596750731,0.26843834676817,0.76301205006985,8.3348408434441,12694339425.01,0.13839820089376,0.55979102743123,-3.4548944337812,23.761354776614,4.9860416666667,0.97138712332966,6.7998039093452,0.39276278350673,120.26852202767,46.0,13351652.331694,6,1,3,0,-2.5844930417495
600019.SH,宝钢股份,-0.63897763578275,0.84187793583102,9221500524.0,1493253421.0,0.1,0.4606365159129,72591833.76,0.88600262,11073507091.96,3467905169.85,6.2052083333333,0.018273920587518,104.99805695379,345243119422.65,28.407560183804,1.0508547303784,1.2812109652491,3.8808239809112,19741835121.75,0.67992420635697,0.50061384209473,8.5514834205934,23.250705505787,6.2052083333333,0.70159885889257,11.289669507977,-0.23310968047887,108.10287927444,40.0,266397679.80027,5,1,2,0,-4.6623794212219
600023.SH,浙能电力,1.7543859649123,0.98586435937071,3526905762.0,779842827.0,0.1,0.3685393258427,43241449.73,0.66386774,3681283084.05,461335178.64,4.5648958333333,0.049800576387093,97.934707058313,88816909373.57,27.424534906428,0.59266788179516,0.69413425021308,4.3322749752043,4740543048.27,0.29073237171505,0.27454369871937,-8.4812623274162,23.187614892241,4.5648958333333,0.92410192596288,-34.024415084394,,113.14277171792,47.0,-272914517.62046,7,1,5,1,-0.64655172413792
600025.SH,华能水电,8.59375,1.3108518434343,4141537407.0,519097330.0,0.15,0.68463073852295,18840051.37,0.11735467,7133368802.43,149038746.44,8.1165625,0.15015109114079,100.06648615723,20609552284.25,23.987964427417,0.60208435811196,0.64488974967211,6.7175629861415,11698792371.81,-0.064029629173889,0.39629826680167,18.465909090909,24.596115808656,8.1165625,2.8051795405012,22.072394885464,1.337004937827,161.89511267096,58.0,163484906.68325,9,1,8,1,3.4772182254197
